composer_label,composer_name,title,rating,n_ratings,mxl_rel_path,mxl_abs_path,metadata_rel_path,instrument_names,instrumentation_tags,parts
Bach,Johann Sebastian BachGroßer Bachist,Fantasie und Fuge,4.88,6,15571083/mxl/13/36/QmVpXy2P42TYWQ7zBtWVk7dZmFv8QBmz7dhAaSjjggdAHw.mxl,/Users/victor/JuFo2026/15571083/mxl/13/36/QmVpXy2P42TYWQ7zBtWVk7dZmFv8QBmz7dhAaSjjggdAHw.mxl,./metadata/7/53049.json,Piano,Solo,1
Bach,Bach Johann Sebastian,J.S. Bach Nun freut euch lieben Christen Arrt F. Busoni,4.87,5,15571083/mxl/16/1/QmY2WMwzrxQuDxX7JybHjSaiQH95z2ASWp55srpAa97MWG.mxl,/Users/victor/JuFo2026/15571083/mxl/16/1/QmY2WMwzrxQuDxX7JybHjSaiQH95z2ASWp55srpAa97MWG.mxl,./metadata/1/5981741.json,Piano,Solo,1
Bach,J. S. Bach,Bach's chorale harmonisations 121-240 (Breitkopf numbering no text),4.85,17,15571083/mxl/12/16/QmUDcPN9uYUGpqmLK4Lx1FL6kkNidYPfNwrZJrwb4DhFpT.mxl,/Users/victor/JuFo2026/15571083/mxl/12/16/QmUDcPN9uYUGpqmLK4Lx1FL6kkNidYPfNwrZJrwb4DhFpT.mxl,./metadata/4/3554046.json,Piano,Solo,1
Bach,J.S. Bach,Bach js capriccio bwv 992,4.85,11,15571083/mxl/11/48/QmTvJh1vZRJXz5St8CwcgBRSUvuw84jPyMCksH31x6shJf.mxl,/Users/victor/JuFo2026/15571083/mxl/11/48/QmTvJh1vZRJXz5St8CwcgBRSUvuw84jPyMCksH31x6shJf.mxl,./metadata/4/4150561.json,Piano,Solo,1
Bach,J.S.Bach,J.S. Bach Partita No.3 1. Fantasia BWV 827,4.85,4,15571083/mxl/12/5/QmU69NWXPs3JghtSsoqNjW2YBUS5HJepCEEnb14xZ4B4m6.mxl,/Users/victor/JuFo2026/15571083/mxl/12/5/QmU69NWXPs3JghtSsoqNjW2YBUS5HJepCEEnb14xZ4B4m6.mxl,./metadata/2/5581664.json,Piano,Solo,1
Bach,Johann Sebastian Bach,Minuet in F Major BWV 116 Anh. 113 by JS Bach,4.85,4,15571083/mxl/17/30/QmZLB5s1pGDSPhmWx5Zwkt1APsVUQpbvyEqwvi9WP1xxzF.mxl,/Users/victor/JuFo2026/15571083/mxl/17/30/QmZLB5s1pGDSPhmWx5Zwkt1APsVUQpbvyEqwvi9WP1xxzF.mxl,./metadata/4/5799384.json,Piano,Solo,1
Bach,J. S. Bach,Preludio I J S Bach Czerny,4.84,138,15571083/mxl/13/19/QmVf4NvWmiKAsctGpvYeUEtEV9t92SVTuMuXtswBFYMHr9.mxl,/Users/victor/JuFo2026/15571083/mxl/13/19/QmVf4NvWmiKAsctGpvYeUEtEV9t92SVTuMuXtswBFYMHr9.mxl,./metadata/3/3872551.json,Piano,Solo,1
Bach,Bach Johann Sebastian,J.S. Bach Choralvorspiel Ich ruf' zu dir Herr BWV 639 (Arrt F. Busoni),4.83,69,15571083/mxl/4/23/QmehfxKmagAUes7CGojrhYeWmDZJr89mp6WtJAcZLhHrJi.mxl,/Users/victor/JuFo2026/15571083/mxl/4/23/QmehfxKmagAUes7CGojrhYeWmDZJr89mp6WtJAcZLhHrJi.mxl,./metadata/4/5359578.json,Piano,Solo,1
Bach,J. S. Bach,Bach Violin Concerto in A minor BWV 1041,4.83,15,15571083/mxl/16/9/QmYagSHmxZDVqj8bw47RDNo8GnqrE1SHucUmwQdnuBYcNA.mxl,/Users/victor/JuFo2026/15571083/mxl/16/9/QmYagSHmxZDVqj8bw47RDNo8GnqrE1SHucUmwQdnuBYcNA.mxl,./metadata/1/5942546.json,Piano,Solo,1
Bach,JS BACH,Prelude BWV 1006,4.83,3,15571083/mxl/15/20/QmXF1zqjqvJWwJQX2uJgqKZPzcnB4x5UM8VAEmU2WQtsTY.mxl,/Users/victor/JuFo2026/15571083/mxl/15/20/QmXF1zqjqvJWwJQX2uJgqKZPzcnB4x5UM8VAEmU2WQtsTY.mxl,./metadata/3/1043331.json,Piano,Solo,1
Bach,J.S. Bach,Fuga 1 in C - Dur BWV 846 J.S Bach,4.82,14,15571083/mxl/6/47/QmNUb9naFC7iTu4pG8qErcXarTucy5V6jiGEWqKvjvBHXP.mxl,/Users/victor/JuFo2026/15571083/mxl/6/47/QmNUb9naFC7iTu4pG8qErcXarTucy5V6jiGEWqKvjvBHXP.mxl,./metadata/6/5651470.json,Piano,Solo,1
Bach,J. S. Bach,Bach Fugue in G Minor BWV 542 (Piano solo),4.81,64,15571083/mxl/4/31/QmemwP73tZHAVDyP81DutePDjdXsPWVJr1iFD86THdinmA.mxl,/Users/victor/JuFo2026/15571083/mxl/4/31/QmemwP73tZHAVDyP81DutePDjdXsPWVJr1iFD86THdinmA.mxl,./metadata/3/705011.json,Piano,Solo,1
Bach,Johann Sebastian BachArranged by Carnanya,Brandenburg Concerto No. 3 (Solo Piano Arrangement),4.81,61,15571083/mxl/14/43/QmWS6iQn5AP8dLqcUhfuQL9ngrHrZ9DWxbgQKvE2zSdEZ5.mxl,/Users/victor/JuFo2026/15571083/mxl/14/43/QmWS6iQn5AP8dLqcUhfuQL9ngrHrZ9DWxbgQKvE2zSdEZ5.mxl,./metadata/1/5908638.json,Piano,Solo,1
Bach,J. S. Bach(1685-1750),J. S. Bach - Invention No. 15 in B-minor BWV 786 (real audio),4.81,8,15571083/mxl/10/28/QmSkpv88AXBwfQVSki4Lja1uAi1SiabTExoBT7fJmkVgyd.mxl,/Users/victor/JuFo2026/15571083/mxl/10/28/QmSkpv88AXBwfQVSki4Lja1uAi1SiabTExoBT7fJmkVgyd.mxl,./metadata/3/6262678.json,Piano,Solo,1
Bach,Johann Sebastian Bach,Bach Toccata and Fugue in D Minor (Piano solo),4.8,2238,15571083/mxl/3/0/Qmd1eQ3eecd9ZnMkV1YLLmJtWnLGNNBN3nUXzQkKXwmG2h.mxl,/Users/victor/JuFo2026/15571083/mxl/3/0/Qmd1eQ3eecd9ZnMkV1YLLmJtWnLGNNBN3nUXzQkKXwmG2h.mxl,./metadata/9/5522509.json,Piano,Solo,1
Bach,Johann Sebastian Bach,Fugue in E Minor BWV 914 By Johann Sebastian Bach,4.8,32,15571083/mxl/0/16/QmaDECJnBTDT8H7Zx2Zvw9QJgD7m17qsxxEkRXKKUkvGfT.mxl,/Users/victor/JuFo2026/15571083/mxl/0/16/QmaDECJnBTDT8H7Zx2Zvw9QJgD7m17qsxxEkRXKKUkvGfT.mxl,./metadata/9/2698796.json,Piano,Solo,1
Bach,J. S. Bach,BWV 807: The English Suites II Prelude,4.8,12,15571083/mxl/16/57/QmYZQ4BkXea1hyd1SMUCoaQ4DSeAVzt9JEWQMMvbdKBQG9.mxl,/Users/victor/JuFo2026/15571083/mxl/16/57/QmYZQ4BkXea1hyd1SMUCoaQ4DSeAVzt9JEWQMMvbdKBQG9.mxl,./metadata/8/5165966.json,Piano,Solo,1
Bach,Johann Sebastian Bach,Johann Sebastian Bach - Invention No. 13 in A minor BWV 784 for Piano - BreezePiano,4.79,97,15571083/mxl/12/11/QmUbCP81miGkFzFSk3cTqCXyNV4psQm4UM33sjmc4Twpae.mxl,/Users/victor/JuFo2026/15571083/mxl/12/11/QmUbCP81miGkFzFSk3cTqCXyNV4psQm4UM33sjmc4Twpae.mxl,./metadata/4/5650629.json,Piano (2),Solo,2
Bach,J. S. Bach,J.S. Bach Choralvorspiel ''Nun komm' der Heiden Heiland'' (Arrt F. Busoni),4.77,28,15571083/mxl/14/41/QmWRmbHPfLzyWCuPghYb4XdPDoBGbFRFLMMxHTsfJy92FW.mxl,/Users/victor/JuFo2026/15571083/mxl/14/41/QmWRmbHPfLzyWCuPghYb4XdPDoBGbFRFLMMxHTsfJy92FW.mxl,./metadata/7/5367717.json,Piano,Solo,1
Bach,J. S. BACH.bearbeitet von E. A. Mac Dowell.,Minuets in G Major and G Minor,4.77,6,15571083/mxl/2/50/Qmcw8jEKt8NUmu11gUJTCo3wGeEw5bZNi43d6o25wDhb4d.mxl,/Users/victor/JuFo2026/15571083/mxl/2/50/Qmcw8jEKt8NUmu11gUJTCo3wGeEw5bZNi43d6o25wDhb4d.mxl,./metadata/9/6293498.json,Piano,Solo,1
Bach,Johann-Sebastian BachBearbeitung: Rüdiger Voigt,Ich steh an deiner Krippen hier,4.76,14,15571083/mxl/17/34/QmZN67wShmVnyRMrvhDUkmG3TWof2uxzrntwFVEn4ynkPm.mxl,/Users/victor/JuFo2026/15571083/mxl/17/34/QmZN67wShmVnyRMrvhDUkmG3TWof2uxzrntwFVEn4ynkPm.mxl,./metadata/6/5881538.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Étude in A minor Op.25 No.11 Winter Wind,4.98,50,15571083/mxl/2/21/QmcgjQVzWTS3bA51emSjoVANNB8B6uCZ6mQMA5qG7jbKWD.mxl,/Users/victor/JuFo2026/15571083/mxl/2/21/QmcgjQVzWTS3bA51emSjoVANNB8B6uCZ6mQMA5qG7jbKWD.mxl,./metadata/1/6033733.json,Piano,Solo,1
Chopin,Frédérick Chopin,Chopin Ballad No. 3 (Piano solo),4.98,40,15571083/mxl/3/5/Qmd67WvFZb7WTWP7zGHcQ3mCJLZEUoiMkqMtvPG8LuMN19.mxl,/Users/victor/JuFo2026/15571083/mxl/3/5/Qmd67WvFZb7WTWP7zGHcQ3mCJLZEUoiMkqMtvPG8LuMN19.mxl,./metadata/2/1098976.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Étude in D-flat major Op.25 No.8 Sixths,4.96,24,15571083/mxl/17/19/QmZff9fTcDAENh43naGPWS3mKEXGMWprjpmkvmrmiqU8ED.mxl,/Users/victor/JuFo2026/15571083/mxl/17/19/QmZff9fTcDAENh43naGPWS3mKEXGMWprjpmkvmrmiqU8ED.mxl,./metadata/7/6049668.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Étude in F major Op.10 No.8 Sunshine,4.95,58,15571083/mxl/3/8/Qmd9krjmxX9dD9aR8S4M2gGMghqyBKFyDGzNgmBvSG7zLU.mxl,/Users/victor/JuFo2026/15571083/mxl/3/8/Qmd9krjmxX9dD9aR8S4M2gGMghqyBKFyDGzNgmBvSG7zLU.mxl,./metadata/0/6110403.json,Piano,Solo,1
Chopin,F.Chopin Op.31,Scherzo No.2 (F.Chopin Op.31),4.94,16,15571083/mxl/17/37/QmZPydoNzGhD9TTqqsZ4h4f36eR6z2bcokeNu7pG5hUScE.mxl,/Users/victor/JuFo2026/15571083/mxl/17/37/QmZPydoNzGhD9TTqqsZ4h4f36eR6z2bcokeNu7pG5hUScE.mxl,./metadata/8/3989841.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Prelude in G-sharp minor Op.28 No.12,4.94,15,15571083/mxl/4/1/Qme2p6FB8XxVyrWPk4bcggeTNh7QW28tukHSeJGCZaXyZY.mxl,/Users/victor/JuFo2026/15571083/mxl/4/1/Qme2p6FB8XxVyrWPk4bcggeTNh7QW28tukHSeJGCZaXyZY.mxl,./metadata/0/6272693.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Prelude in B-flat minor Op.28 No.16,4.93,27,15571083/mxl/2/39/QmcQoygH7hjNEjjC1zEwfc6AZm9tAGMrb2wbxLiCphymsP.mxl,/Users/victor/JuFo2026/15571083/mxl/2/39/QmcQoygH7hjNEjjC1zEwfc6AZm9tAGMrb2wbxLiCphymsP.mxl,./metadata/6/6254698.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Étude in F minor Op.25 No.2 The Bees,4.93,12,15571083/mxl/8/9/QmQagsBqLF4aH3h6PqPQyphvusDzyvv6WUffymN5mx8MUE.mxl,/Users/victor/JuFo2026/15571083/mxl/8/9/QmQagsBqLF4aH3h6PqPQyphvusDzyvv6WUffymN5mx8MUE.mxl,./metadata/7/6197074.json,Piano,Solo,1
Chopin,Frédéric François Chopin,Waltz in B minor,4.92,35,15571083/mxl/14/38/QmWqwAqr8yGcvHzHU6tyLhF2YL6551xx84brEx7uYoK4Z7.mxl,/Users/victor/JuFo2026/15571083/mxl/14/38/QmWqwAqr8yGcvHzHU6tyLhF2YL6551xx84brEx7uYoK4Z7.mxl,./metadata/0/1652096.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Prelude in E minor Op.28 No.4,4.92,23,15571083/mxl/0/33/QmanzCS7875c3wuXfewZKx3qARMdn6GvcwJfQ15QGmxQ6n.mxl,/Users/victor/JuFo2026/15571083/mxl/0/33/QmanzCS7875c3wuXfewZKx3qARMdn6GvcwJfQ15QGmxQ6n.mxl,./metadata/1/6261482.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin - Nocturne n20 (posthume) en Do dièse mineur 'Réminiscence',4.92,11,15571083/mxl/16/36/QmYpFcJ2vAEborj9CqHbuuhdp3KA6KfpaMqaQ9eUep73rF.mxl,/Users/victor/JuFo2026/15571083/mxl/16/36/QmYpFcJ2vAEborj9CqHbuuhdp3KA6KfpaMqaQ9eUep73rF.mxl,./metadata/9/5179302.json,Piano,Solo,1
Chopin,Frédéric Chopin(1810-1849),Douze Études op. 25 (full),4.91,53,15571083/mxl/15/6/QmX7FqRKaQ9rxcr6jHhSxUVnvwCPhssmEKuxRu1rmWsoEw.mxl,/Users/victor/JuFo2026/15571083/mxl/15/6/QmX7FqRKaQ9rxcr6jHhSxUVnvwCPhssmEKuxRu1rmWsoEw.mxl,./metadata/8/5505932.json,Piano,Solo,1
Chopin,F.ChopinOp.55.No.2,Nocturne (F.Chopin Op.55. No.2),4.91,30,15571083/mxl/15/11/QmXbFWcmEEAe6iErN3yVdL21iXXPk6yktQihaoYcjeMW8s.mxl,/Users/victor/JuFo2026/15571083/mxl/15/11/QmXbFWcmEEAe6iErN3yVdL21iXXPk6yktQihaoYcjeMW8s.mxl,./metadata/8/3627886.json,Piano,Solo,1
Chopin,Frédérick Chopin,Chopin Ballade No. 1 (Complete) Piano solo,4.91,20,15571083/mxl/9/48/QmRvks9HDbqarYwbzWSwjUo7M7AsWZgpBik988QLyhGCQ8.mxl,/Users/victor/JuFo2026/15571083/mxl/9/48/QmRvks9HDbqarYwbzWSwjUo7M7AsWZgpBik988QLyhGCQ8.mxl,./metadata/1/2659126.json,Piano,Solo,1
Chopin,Frederic Chopin,Minute Waltz,4.91,9,15571083/mxl/11/26/QmTjD7qrdZCaNYy77zdiBjVy3NKkS1bbyj4LvTyivfZTPW.mxl,/Users/victor/JuFo2026/15571083/mxl/11/26/QmTjD7qrdZCaNYy77zdiBjVy3NKkS1bbyj4LvTyivfZTPW.mxl,./metadata/5/6305063.json,Piano,Solo,1
Chopin,Opus Posth. B.150 - F. F Chopin,Waltz A Minor (W/Live Recording) Opus Posth. B. 150 - F.F. Chopin,4.9,58,15571083/mxl/3/29/QmdKexEC1RtbrJmgpxrcWmFau7mp4q3EqCBHfB7KRVfNH9.mxl,/Users/victor/JuFo2026/15571083/mxl/3/29/QmdKexEC1RtbrJmgpxrcWmFau7mp4q3EqCBHfB7KRVfNH9.mxl,./metadata/8/5551642.json,Piano,Solo,1
Chopin,F.ChopinOp.72.No.1,Nocturne (F.Chopin Op.72. No.1),4.9,8,15571083/mxl/8/21/QmQgh5FieDx21wumrAaDFSzK6vANwpsT8nQkehcXwWuBDB.mxl,/Users/victor/JuFo2026/15571083/mxl/8/21/QmQgh5FieDx21wumrAaDFSzK6vANwpsT8nQkehcXwWuBDB.mxl,./metadata/0/3671966.json,Piano,Solo,1
Chopin,Frédéric François Chopin(1810 1849),Chopin Prélude No. 25 in C Minor Opus 45,4.89,7,15571083/mxl/5/34/QmfNseniSwST8r2CM6MKccHfJ4BB5rEu1MiZdmrP9kh2q2.mxl,/Users/victor/JuFo2026/15571083/mxl/5/34/QmfNseniSwST8r2CM6MKccHfJ4BB5rEu1MiZdmrP9kh2q2.mxl,./metadata/4/5826248.json,Piano,Solo,1
Chopin,Chopin,Chopin - Waltz in A Minor (Piano Solo),4.88,87,15571083/mxl/17/36/QmZpiR4dVBt5Wo6p6r3XWL8pSmzZ6bAUF9xfwDJfNHqBur.mxl,/Users/victor/JuFo2026/15571083/mxl/17/36/QmZpiR4dVBt5Wo6p6r3XWL8pSmzZ6bAUF9xfwDJfNHqBur.mxl,./metadata/9/4991265.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Prelude in F major Op.28 No.23,4.88,6,15571083/mxl/7/47/QmPUyKD5Kmw2KAExu3bqXJCffS3UUaPtU1erBRwJZyaRAT.mxl,/Users/victor/JuFo2026/15571083/mxl/7/47/QmPUyKD5Kmw2KAExu3bqXJCffS3UUaPtU1erBRwJZyaRAT.mxl,./metadata/9/6279915.json,Piano,Solo,1
Chopin,F. Chopin,F. Chopin - Mazurka in D-Flat Major Op. 30: No. 3,4.88,6,15571083/mxl/12/28/QmUkagEb3mJWASbpfehGiouwogp2zz6t6jDRCA3m5qnfdq.mxl,/Users/victor/JuFo2026/15571083/mxl/12/28/QmUkagEb3mJWASbpfehGiouwogp2zz6t6jDRCA3m5qnfdq.mxl,./metadata/2/6203251.json,Piano,Solo,1
Chopin,Frédérick Chopin,Chopin Nocturne in D-Flat Major Op. 27 No. 2,4.87,311,15571083/mxl/15/33/QmXnhQJy7fQLcWkcmFj1kGJtgEZrmCWgc4pHsFrFUd5xb9.mxl,/Users/victor/JuFo2026/15571083/mxl/15/33/QmXnhQJy7fQLcWkcmFj1kGJtgEZrmCWgc4pHsFrFUd5xb9.mxl,./metadata/4/4910730.json,Piano,Solo,1
Chopin,Frédérick Chopin,Chopin Ballade No. 2 (Piano solo),4.87,81,15571083/mxl/4/7/Qme88a7Fvz73EWc6i6ba61XjfTNxj1cJPeZBRsh1EGqVrC.mxl,/Users/victor/JuFo2026/15571083/mxl/4/7/Qme88a7Fvz73EWc6i6ba61XjfTNxj1cJPeZBRsh1EGqVrC.mxl,./metadata/3/1115241.json,Piano,Solo,1
Chopin,F. Chopin(1810 - 1849),F. Chopin - Marche funèbre in C Minor Op. 72,4.87,13,15571083/mxl/16/5/QmY6mqCKaHEkaxGNsPYpUTmNATKcGFjvN8zVjmmAd5oVZo.mxl,/Users/victor/JuFo2026/15571083/mxl/16/5/QmY6mqCKaHEkaxGNsPYpUTmNATKcGFjvN8zVjmmAd5oVZo.mxl,./metadata/8/6346491.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Prelude in C minor Op.28 No.20,4.87,5,15571083/mxl/2/13/QmccyTuSVcX3X4QAgMqXVEhXdkGEfEebqXMQpFXYFxqqKk.mxl,/Users/victor/JuFo2026/15571083/mxl/2/13/QmccyTuSVcX3X4QAgMqXVEhXdkGEfEebqXMQpFXYFxqqKk.mxl,./metadata/6/6279391.json,Piano,Solo,1
Chopin,F. Chopin,12 ÉTUDES OP 10 NO 4,4.87,5,15571083/mxl/3/37/QmdPjReRn2xf8pU9pyEGDf2k3VqmV7jaQEDAxo2E5rAzKD.mxl,/Users/victor/JuFo2026/15571083/mxl/3/37/QmdPjReRn2xf8pU9pyEGDf2k3VqmV7jaQEDAxo2E5rAzKD.mxl,./metadata/3/4568191.json,Piano,Solo,1
Chopin,Frederic Chopin,Etude Op.10 No.11 in e major Arpeggio Chopin,4.87,5,15571083/mxl/0/49/QmaV5rqBXD2utFkc2XYtmscsoqxwcdCwQgwxzwrCDjJWxR.mxl,/Users/victor/JuFo2026/15571083/mxl/0/49/QmaV5rqBXD2utFkc2XYtmscsoqxwcdCwQgwxzwrCDjJWxR.mxl,./metadata/2/5756873.json,Piano,Solo,1
Chopin,Frédérick Chopin,Chopin Ballade No. 4 (Piano solo),4.86,246,15571083/mxl/12/28/QmUkCd5kX3tLNtrCNzmMgNSLJ7GGFsjfGbMBsNgq7612ox.mxl,/Users/victor/JuFo2026/15571083/mxl/12/28/QmUkCd5kX3tLNtrCNzmMgNSLJ7GGFsjfGbMBsNgq7612ox.mxl,./metadata/7/970761.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin: Fantaisie-impromptu in C-sharp minor Op.66,4.86,56,15571083/mxl/17/13/QmZcUwdJEKU3DXk6fWYRkzTJ1UCC3JUxpgHymdEa2bYtpW.mxl,/Users/victor/JuFo2026/15571083/mxl/17/13/QmZcUwdJEKU3DXk6fWYRkzTJ1UCC3JUxpgHymdEa2bYtpW.mxl,./metadata/2/6219891.json,Piano,Solo,1
Chopin,Frederick Chopin,Grande Valse Brillante Op. 18 Analysis,4.86,41,15571083/mxl/9/8/QmR9uamCGLTop6GLTVCsVF9Cp3CNkC4G3HbTVrbWn5YB1S.mxl,/Users/victor/JuFo2026/15571083/mxl/9/8/QmR9uamCGLTop6GLTVCsVF9Cp3CNkC4G3HbTVrbWn5YB1S.mxl,./metadata/6/5833250.json,Piano,Solo,1
Chopin,Frédéric Chopin,Frédéric Chopin - Waltz in A minor B. 150,4.86,33,15571083/mxl/8/11/QmQb1RdU1FtmmYHbXdfU7YEY8a9nvkJcdBJGRTrSokCCq9.mxl,/Users/victor/JuFo2026/15571083/mxl/8/11/QmQb1RdU1FtmmYHbXdfU7YEY8a9nvkJcdBJGRTrSokCCq9.mxl,./metadata/4/6237086.json,Piano,Solo,1
Debussy,Claude Debussy,Debussy - Préludes - Book I - VI,4.96,22,15571083/mxl/10/1/QmS2kfB8xQJurJy5PjCYMPqjiFvVyRpGTyxGC4LyZuLdoM.mxl,/Users/victor/JuFo2026/15571083/mxl/10/1/QmS2kfB8xQJurJy5PjCYMPqjiFvVyRpGTyxGC4LyZuLdoM.mxl,./metadata/8/86941.json,Piano,Solo,1
Debussy,Claude Debussy,Claude Debussy Pour le Piano II Sarabande,4.95,17,15571083/mxl/12/28/QmUk3ahyVbCMrrQhCuvXBW7bGCHkZd3LAdM7HKkVeAVE6P.mxl,/Users/victor/JuFo2026/15571083/mxl/12/28/QmUk3ahyVbCMrrQhCuvXBW7bGCHkZd3LAdM7HKkVeAVE6P.mxl,./metadata/7/6168143.json,Piano,Solo,1
Debussy,Claude Debussy,Les collines d'Anacapri,4.94,16,15571083/mxl/15/22/QmXGnsc1wBSmh4nC2AWPKRCJ5DQsH7tgbz6HoWbBRu4Mxt.mxl,/Users/victor/JuFo2026/15571083/mxl/15/22/QmXGnsc1wBSmh4nC2AWPKRCJ5DQsH7tgbz6HoWbBRu4Mxt.mxl,./metadata/5/6078729.json,Piano,Solo,1
Debussy,Claude Debussy(1862-1918),Debussy Prelude Book 2 No 2 Feuilles mortes,4.94,14,15571083/mxl/2/45/QmcTQtgK7WDjQGQX8bDyUvbYvEwH6nZcKbxUKhCbnghsLM.mxl,/Users/victor/JuFo2026/15571083/mxl/2/45/QmcTQtgK7WDjQGQX8bDyUvbYvEwH6nZcKbxUKhCbnghsLM.mxl,./metadata/5/6195188.json,Piano,Solo,1
Debussy,Claude Debussy,Bruyères,4.92,10,15571083/mxl/14/5/QmW6E34TPPP8eBgcNGvZ55Q4VxMnEpN1MtVB3AVLJFeVaF.mxl,/Users/victor/JuFo2026/15571083/mxl/14/5/QmW6E34TPPP8eBgcNGvZ55Q4VxMnEpN1MtVB3AVLJFeVaF.mxl,./metadata/4/6019268.json,Piano,Solo,1
